Loc_x,Loc_y,Floor,Mag_x,Mag_y,Mag_z,
5.862409955,19.28568377,4,-1.343469517,24.46309158,-34.18595219,42.0586149
5.725835262,14.84531384,4,-1.550681561,24.27378558,-34.51059735,42.22087882
5.474399092,6.67052252,4,-1.932162211,23.92527022,-34.83531099,42.30426335
3.236308802,4.423385873,4,-2.617997823,3.450871064,-3.768940492,5.741718917
3.240462104,8.372747797,4,-3.460159417,22.72986101,-33.6113471,40.72274474
3.244615406,12.32210972,4,-3.459691645,22.72621105,-33.61362268,40.72254614
3.248768707,16.27147165,4,-3.459223873,22.72256109,-33.61589825,40.72234801
3.252922009,20.22083357,4,-3.458756102,22.71891113,-33.61817383,40.72215034
3.257075311,24.1701955,4,-3.45828833,22.71526117,-33.6204494,40.72195312
3.261228612,28.11955742,4,-3.457820559,22.71161121,-33.62272498,40.72175636
3.265381914,32.06891934,4,-3.457352787,22.70796125,-33.62500055,40.72156007
3.269535215,36.01828127,4,-3.456885015,22.70431128,-33.62727613,40.72136423
3.277294127,43.39620673,4,-3.456011157,22.69749268,-33.6315272,40.7209996
